screen_rank,candidate_id,arxiv_id,title,authors,published,primary_category,route_ids,route_families,route_ranks,C0_candidate,C1_metadata,C2_abstract,domain_hits,method_hits,mechanism_hits,evaluation_hits,screen_score,decision,screen_reason,canonical_url,pdf_url,raw_files
231,arxiv:1310.5467,1310.5467,Melting of P wave bottomonium states in the quark-gluon plasma from lattice NRQCD,G. Aarts; C. Allton; S. Kim; M. P. Lombardo; S. M. Ryan; J. -I. Skullerud,2013-10-21T08:53:25Z,hep-lat,Q14,author,Q14:12,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1310.5467,https://arxiv.org/pdf/1310.5467v1,raw/arxiv/Q14.xml
232,arxiv:1403.5183,1403.5183,Quark-Gluon Plasma: from lattice simulations to experimental results,G. Aarts; C. Allton; A. Kelly; J. -I. Skullerud; S. Kim; T. Harris; S. M. Ryan; M. P. Lombardo,2014-03-20T15:53:53Z,hep-lat,Q14,author,Q14:11,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1403.5183,https://arxiv.org/pdf/1403.5183v1,raw/arxiv/Q14.xml
233,arxiv:1411.7580,1411.7580,Bottomonium in the plasma: lattice results,G. Aarts; C. Allton; W. Evans; P. Giudice; T. Harris; A. Kelly; S. Kim; M. P. Lombardo; S. Ryan; J-I Skullerud,2014-11-27T13:17:12Z,hep-lat,Q14,author,Q14:10,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1411.7580,https://arxiv.org/pdf/1411.7580v1,raw/arxiv/Q14.xml
234,arxiv:1612.06424,1612.06424,Domain decomposition and multilevel integration for fermions,Marco Cè; Leonardo Giusti; Stefan Schaefer,2016-12-19T21:41:46Z,hep-lat,Q23,multiscale,Q23:13,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1612.06424,https://arxiv.org/pdf/1612.06424v2,expansion/raw/arxiv/Q23.xml
235,arxiv:1612.08032,1612.08032,Heavy-flavor production and medium properties in high-energy nuclear collisions - What next?,G. Aarts; J. Aichelin; C. Allton; R. Arnaldi; S. A. Bass; C. Bedda; N. Brambilla; E. Bratkovskaya; P. Braun-Munzinger; G. E. Bruno; T. Dahms; S. K. Das; H. Dembinski; M. Djordjevic; E. G. Ferreiro; A. Frawley; P. -B. Gossiaux; R. Granier de Cassagnac; A. Grelli; M. He; W. Horowitz; G. M. Innocenti; M. Jo; O. Kaczmarek; P. G. Kuijer; M. Laine; M. P. Lombardo; A. Mischke; M. Munhoz; M. Nahrgang; M. Nguyen; A. C. Oliveira da Silva; P. Petreczky; A. Rothkopf; M. Schmelling; E. Scomparin; T. Song; J. Stachel; A. Suaide; L. Tolos; B. Trzeciak; A. Uras; L. van Doremalen; L. Vermunt; S. Vigolo; N. Xu; Z. Ye; H. Zanoli; P. Zhuang,2016-12-23T16:44:46Z,nucl-th,Q14,author,Q14:7,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1612.08032,https://arxiv.org/pdf/1612.08032v2,raw/arxiv/Q14.xml
236,arxiv:1704.02877,1704.02877,Quantum sensors for the generating functional of interacting quantum field theories,A. Bermudez; G. Aarts; M. Müller,2017-04-10T14:29:53Z,quant-ph,Q14,author,Q14:6,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1704.02877,https://arxiv.org/pdf/1704.02877v4,raw/arxiv/Q14.xml
237,arxiv:1710.08839,1710.08839,openQ*D simulation code for QCD+QED,Isabel Campos; Patrick Fritzsch; Martin Hansen; Marina Krstić Marinković; Agostino Patella; Alberto Ramos; Nazario Tantalo,2017-10-24T15:17:29Z,hep-lat,Q23,multiscale,Q23:12,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1710.08839,https://arxiv.org/pdf/1710.08839v1,expansion/raw/arxiv/Q23.xml
238,arxiv:2001.04415,2001.04415,Mesonic correlators at non-zero baryon chemical potential,G. Aarts; C. Allton; D. De Boni; J. Glesaaen; S. Hands; B. Jäger; A. A. Nikolaev; J. -I. Skullerud; L. -K. Wu,2020-01-13T17:32:45Z,hep-lat,Q14,author,Q14:5,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2001.04415,https://arxiv.org/pdf/2001.04415v1,raw/arxiv/Q14.xml
239,arxiv:2007.04188,2007.04188,Properties of the QCD thermal transition with $N_f=2+1$ flavours of Wilson quark,G. Aarts; C. Allton; J. Glesaaen; S. Hands; B. Jäger; S. Kim; M. P. Lombardo; A. A. Nikolaev; S. M. Ryan; J. -I. Skullerud; L. -K. Wu,2020-07-08T15:28:48Z,hep-lat,Q14,author,Q14:4,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2007.04188,https://arxiv.org/pdf/2007.04188v1,raw/arxiv/Q14.xml
240,arxiv:2008.13437,2008.13437,Equilibrium Equality for Free Energy Difference,Weitao Chen,2020-08-31T08:56:37Z,cond-mat.stat-mech,Q12,jarzynski,Q12:17,pass,pass,pass,,,non-equilibrium;jarzynski,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2008.13437,https://arxiv.org/pdf/2008.13437v1,raw/arxiv/Q12.xml
241,arxiv:2104.02665,2104.02665,A new weighting method when not all the events are selected as cases in a nested case-control study,Qian M. Zhou; Xuan Wang; Yingye Zheng; Tianxi Cai,2021-04-06T16:53:59Z,stat.ME,Q13,author,Q13:8,pass,pass,pass,,sampling,,variance,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2104.02665,https://arxiv.org/pdf/2104.02665v1,raw/arxiv/Q13.xml
242,arxiv:2110.14702,2110.14702,Monopoles of the Dirac type and color confinement in QCD,Tsuneo Suzuki; Atsuki Hiraguchi; Katsuya Ishiguro,2021-10-27T18:41:41Z,hep-lat,Q23,multiscale,Q23:7,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2110.14702,https://arxiv.org/pdf/2110.14702v1,expansion/raw/arxiv/Q23.xml
243,arxiv:2111.10787,2111.10787,Lattice QCD at nonzero temperature and density,G. Aarts; C. Allton; S. Hands; B. Jäger; S. Kim; M. P. Lombardo; A. A. Nikolaev; S. M. Ryan; J. -I. Skullerud,2021-11-21T10:37:40Z,hep-lat,Q14,author,Q14:2,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2111.10787,https://arxiv.org/pdf/2111.10787v1,raw/arxiv/Q14.xml
244,arxiv:2403.00048,2403.00048,Thermodynamic bounds on generalized transport: From single-molecule to bulk observables,Cai Dieball; Aljaž Godec,2024-02-29T18:58:42Z,cond-mat.stat-mech,Q09,entropy_production,Q09:25,pass,pass,pass,,,non-equilibrium;entropy production,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2403.00048,https://arxiv.org/pdf/2403.00048v3,raw/arxiv/Q09.xml
245,arxiv:2404.06426,2404.06426,Quantum stochastic thermodynamics in the mesoscopic-leads formulation,Laetitia P. Bettmann; Michael J. Kewming; Gabriel T. Landi; John Goold; Mark T. Mitchison,2024-04-09T16:17:48Z,quant-ph,Q09,entropy_production,Q09:24,pass,pass,pass,,,entropy production;trajectory,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2404.06426,https://arxiv.org/pdf/2404.06426v2,raw/arxiv/Q09.xml
246,arxiv:2405.02552,2405.02552,Fock Space and Field Theoretic Description of Nonequilibrium Work Relations,Andrew J. Baish; Benjamin P. Vollmayr-Lee,2024-05-04T03:50:06Z,cond-mat.stat-mech,Q12,jarzynski,Q12:7,pass,pass,pass,,,nonequilibrium;jarzynski,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2405.02552,https://arxiv.org/pdf/2405.02552v2,raw/arxiv/Q12.xml
247,arxiv:2410.19578,2410.19578,Temporal reversibility of reactive systems out of equilibrium: Molecular dynamics simulation,O. Politano; Alejandro L. Garcia; F. Baras; M. Malek Mansour,2024-10-25T14:16:34Z,cond-mat.stat-mech,Q09,entropy_production,Q09:21,pass,pass,pass,,,entropy production;trajectory,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2410.19578,https://arxiv.org/pdf/2410.19578v2,raw/arxiv/Q09.xml
248,arxiv:2411.05092,2411.05092,Towards quantum computing Feynman diagrams in hybrid qubit-oscillator devices,S. Varona; S. Saner; O. Băzăvan; G. Araneda; G. Aarts; A. Bermudez,2024-11-07T19:17:00Z,quant-ph,Q14,author,Q14:1,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2411.05092,https://arxiv.org/pdf/2411.05092v1,raw/arxiv/Q14.xml
249,arxiv:2412.15175,2412.15175,"Effective Energy, Interactions And Out Of Equilibrium Nature Of Scalar Active Matter",Antonin Brossollet; Etienne Lempereur; Stéphane Mallat; Giulio Biroli,2024-12-19T18:50:10Z,cond-mat.stat-mech,Q09,entropy_production,Q09:18,pass,pass,pass,,,non-equilibrium;entropy production,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2412.15175,https://arxiv.org/pdf/2412.15175v1,raw/arxiv/Q09.xml
250,arxiv:2502.19418,2502.19418,Work and heat exchanged during sudden quenches of strongly coupled quantum systems,Zohreh Davoudi; Christopher Jarzynski; Niklas Mueller; Greeshma Oruganti; Connor Powers; Nicole Yunger Halpern,2025-02-26T18:59:59Z,quant-ph,Q12,jarzynski,Q12:2,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2502.19418,https://arxiv.org/pdf/2502.19418v1,raw/arxiv/Q12.xml
251,arxiv:2509.01806,2509.01806,Intermittent localization and fast spatial learning by non-Markov random walks with decaying memory,Paulina R. Martín-Cornejo; Denis Boyer,2025-09-01T22:16:05Z,cond-mat.stat-mech,Q11,critical_slowing,Q11:23,pass,pass,pass,,diffusion,,critical slowing,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2509.01806,https://arxiv.org/pdf/2509.01806v3,raw/arxiv/Q11.xml
252,arxiv:2510.24975,2510.24975,Maximum-Entropy Analog Computing Approaching ExaOPS-per-Watt Energy-efficiency at the RF-Edge,Aswin Undavalli; Kareem Rashed; Zhili Xiao; Arun Natarajan; Shantanu Chakrabartty; Aravind Nagulu,2025-10-28T21:17:27Z,cs.NE,Q09,entropy_production,Q09:13,pass,pass,pass,,,non-equilibrium;entropy production,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2510.24975,https://arxiv.org/pdf/2510.24975v1,raw/arxiv/Q09.xml
253,arxiv:2604.20775,2604.20775,Relative Entropy Estimation in Function Space: Theory and Applications to Trajectory Inference,Chao Wang; Luca Nepote; Giulio Franzese; Pietro Michiardi,2026-04-22T17:03:49Z,cs.LG,Q08,path_space,Q08:16,pass,pass,pass,,,path-space;trajectory,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2604.20775,https://arxiv.org/pdf/2604.20775v1,raw/arxiv/Q08.xml
254,arxiv:2605.17271,2605.17271,Scalable Bi-causal Optimal Transport via KL Relaxation and Policy Gradients,Haoyang Cao; Jesse Hoekstra; Renyuan Xu; Yumin Xu; Ruixun Zhang,2026-05-17T05:41:01Z,math.OC,Q08,path_space,Q08:12,pass,pass,pass,,,path space,bias;variance,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2605.17271,https://arxiv.org/pdf/2605.17271v1,raw/arxiv/Q08.xml
255,arxiv:9909040,9909040,Real-time dynamics in the 1+1 D abelian Higgs model with fermions,G. Aarts; J. Smit,1999-09-07T16:34:24Z,hep-lat,Q14,author,Q14:21,pass,pass,pass,hep-lat,,,,5,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/9909040,https://arxiv.org/pdf/9909040v1,raw/arxiv/Q14.xml
256,arxiv:0706.2818,0706.2818,Protein mechanical unfolding: a model with binary variables,A. Imparato; A. Pelizzola; M. Zamparo,2007-06-19T15:32:21Z,cond-mat.soft,Q12,jarzynski,Q12:27,pass,pass,pass,,,jarzynski,exact,4,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/0706.2818,https://arxiv.org/pdf/0706.2818v1,raw/arxiv/Q12.xml
257,arxiv:2412.04102,2412.04102,Entropy estimation for partially accessible Markov networks based on imperfect observations: Role of finite resolution and finite statistics,Jonas H. Fritz; Benjamin Ertel; Udo Seifert,2024-12-05T12:13:11Z,cond-mat.stat-mech,Q09,entropy_production,Q09:19,pass,pass,pass,,,entropy production,variance,4,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2412.04102,https://arxiv.org/pdf/2412.04102v2,raw/arxiv/Q09.xml
258,arxiv:2512.02635,2512.02635,Unified Functional-Holographic Theory of the QCD Critical End Point,Sameer Ahmad Mir; Saeed Uddin; Swatantra Kumar Tiwari; Mir Faizal,2025-12-02T10:47:10Z,hep-ph,Q11,critical_slowing,Q11:15,pass,pass,pass,,,,critical slowing;acceptance;exact,4,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2512.02635,https://arxiv.org/pdf/2512.02635v2,raw/arxiv/Q11.xml
259,arxiv:2604.18723,2604.18723,Model-independent reconstruction of cosmic thermodynamics and dark energy dynamics,Afaq Maqsood; Tanima Duary,2026-04-20T18:20:46Z,astro-ph.CO,Q09,entropy_production,Q09:6,pass,pass,pass,,,entropy production,variance,4,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2604.18723,https://arxiv.org/pdf/2604.18723v1,raw/arxiv/Q09.xml
260,arxiv:2604.24777,2604.24777,Bounded thermal weights from a discrete Boltzmann factor,Abdelmalek Boumali; Yassine Chargui,2026-04-18T22:28:37Z,physics.gen-ph,Q12,jarzynski,Q12:1,pass,pass,pass,,,jarzynski,exact,4,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2604.24777,https://arxiv.org/pdf/2604.24777v2,raw/arxiv/Q12.xml
261,arxiv:2605.13121,2605.13121,Ultrafast Critical Slowing of Spin Dynamics and Emergent Nonequilibrium Fano Interference in Fe3GeTe2,Anupama Chauhan; Sidhanta Sahu; Satyabrata Bera; Tuhin Debnath; Mintu Mondal; Anamitra Mukherjee; Siddhartha Lal; N. Kamaraju,2026-05-13T07:47:50Z,cond-mat.mtrl-sci,Q11,critical_slowing,Q11:5,pass,pass,pass,,,nonequilibrium,critical slowing,4,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2605.13121,https://arxiv.org/pdf/2605.13121v1,raw/arxiv/Q11.xml
262,arxiv:2606.18544,2606.18544,Chess Signatures of Play,Christian Turk; Nicholas Polson,2026-06-16T23:51:45Z,stat.AP,Q08,path_space,Q08:5,pass,pass,pass,,,path space,exact,4,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2606.18544,https://arxiv.org/pdf/2606.18544v2,raw/arxiv/Q08.xml
263,arxiv:0705.3256,0705.3256,Reconstructing the free energy landscape of a mechanically unfolded model protein,Alberto Imparato; Stefano Luccioli; Alessandro Torcini,2007-05-22T21:13:52Z,cond-mat.stat-mech,Q12,jarzynski,Q12:28,pass,pass,pass,,,jarzynski,,3,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/0705.3256,https://arxiv.org/pdf/0705.3256v1,raw/arxiv/Q12.xml
264,arxiv:2201.00806,2201.00806,Tensor-Network Approach to Work Statistics for 1D Quantum Lattice Systems,Jiayin Gu; Fan Zhang; H. T. Quan,2022-01-03T18:52:55Z,cond-mat.stat-mech,Q12,jarzynski,Q12:15,pass,pass,pass,,,jarzynski,,3,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2201.00806,https://arxiv.org/pdf/2201.00806v1,raw/arxiv/Q12.xml
265,arxiv:2211.12120,2211.12120,"Thermodynamically extended symplectic numerical simulation of viscoelastic, thermal expansion and heat conduction phenomena in solids",Donát M. Takács; Áron Pozsár; Tamás Fülöp,2022-11-22T09:43:54Z,physics.class-ph,Q09,entropy_production,Q09:30,pass,pass,pass,,,entropy production,,3,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2211.12120,https://arxiv.org/pdf/2211.12120v2,raw/arxiv/Q09.xml
266,arxiv:2212.09333,2212.09333,"Interpretation of experimental Critical Current Density and Levitation of Superconductors, and a second Temperature Limit to protect Superconductors against Quench",Harald Reiss,2022-12-19T09:57:43Z,cond-mat.supr-con,Q09,entropy_production,Q09:28,pass,pass,pass,,,entropy production,,3,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2212.09333,https://arxiv.org/pdf/2212.09333v9,raw/arxiv/Q09.xml
267,arxiv:2507.04542,2507.04542,Linking diffusive fields to virtual waves as their propagative duals,Peter Burgholzer; Lukas Gahleitner; Guenther Mayr,2025-07-06T21:25:33Z,physics.app-ph,Q09,entropy_production,Q09:16,pass,pass,pass,,,entropy production,,3,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2507.04542,https://arxiv.org/pdf/2507.04542v2,raw/arxiv/Q09.xml
268,arxiv:2510.03900,2510.03900,Optimal Computation from Fluctuation Responses,Jinghao Lyu; Kyle J. Ray; James P. Crutchfield,2025-10-04T18:49:00Z,cond-mat.stat-mech,Q09,entropy_production,Q09:14,pass,pass,pass,,,entropy production,,3,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2510.03900,https://arxiv.org/pdf/2510.03900v1,raw/arxiv/Q09.xml
269,arxiv:2510.16728,2510.16728,Local regression on path spaces with signature metrics,Christian Bayer; Davit Gogolashvili; Luca Pelizzari,2025-10-19T06:40:51Z,stat.ML,Q08,path_space,Q08:26,pass,pass,pass,,,path space,,3,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2510.16728,https://arxiv.org/pdf/2510.16728v1,raw/arxiv/Q08.xml
270,arxiv:2601.01694,2601.01694,Pseudospin Formulation of Quench Dynamics in the Semiclassical Holstein Model,Lingyu Yang; Ho Jang; Sankha Subhra Bakshi; Yang Yang; Gia-Wei Chern,2026-01-04T23:56:14Z,cond-mat.str-el,Q07,nonequilibrium,Q07:2,pass,pass,pass,,,nonequilibrium,,3,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2601.01694,https://arxiv.org/pdf/2601.01694v1,raw/arxiv/Q07.xml
271,arxiv:2601.04402,2601.04402,Thermodynamic significance of QUBO encoding on quantum annealers,Emery Doucet; Zakaria Mzaouali; Reece Robertson; Bartłomiej Gardas; Sebastian Deffner; Krzysztof Domino,2026-01-07T21:18:54Z,quant-ph,Q09,entropy_production,Q09:10,pass,pass,pass,,,entropy production,,3,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2601.04402,https://arxiv.org/pdf/2601.04402v1,raw/arxiv/Q09.xml
272,arxiv:2602.14310,2602.14310,Robust Filtering of Lévy-driven Stochastic Models,Sharan Srinivasan; Vijay Gupta; Harsha Honnappa,2026-02-15T21:08:10Z,math.PR,Q08,path_space,Q08:23,pass,pass,pass,,,path space,,3,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2602.14310,https://arxiv.org/pdf/2602.14310v2,raw/arxiv/Q08.xml
273,arxiv:2602.18808,2602.18808,Orthogonal polynomials on path-space,Ilya Chevyrev; Emilio Ferrucci; Darrick Lee; Terry Lyons; Harald Oberhauser; Nikolas Tapia,2026-02-21T11:53:41Z,math.PR,Q08,path_space,Q08:22,pass,pass,pass,,,path-space,,3,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2602.18808,https://arxiv.org/pdf/2602.18808v1,raw/arxiv/Q08.xml
274,arxiv:2604.01908,2604.01908,Phonon Thermal Hall Effect in quartz and its absence in silica,Yu Ling; Benoît Fauqué; Kamran Behnia,2026-04-02T11:27:26Z,cond-mat.mtrl-sci,Q09,entropy_production,Q09:8,pass,pass,pass,,,entropy production,,3,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2604.01908,https://arxiv.org/pdf/2604.01908v2,raw/arxiv/Q09.xml
275,arxiv:2605.27457,2605.27457,Competition for Survival and the Maximum Entropy Production Principle in Self-Organized Silver Particle Chains,Albert Han; Jiri Kataman-Kustwan; Alexey Bezryadin,2026-05-25T16:47:34Z,cond-mat.stat-mech,Q09,entropy_production,Q09:3,pass,pass,pass,,,entropy production,,3,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2605.27457,https://arxiv.org/pdf/2605.27457v1,raw/arxiv/Q09.xml
276,arxiv:2312.14013,2312.14013,Two-Stage Pseudo Maximum Likelihood Estimation of Semiparametric Copula-based Regression Models for Semi-Competing Risks Data,Sakie J. Arachchige; Xinyuan Chen; Qian M. Zhou,2023-12-21T16:41:15Z,stat.ME,Q13,author,Q13:4,pass,pass,pass,,,,variance,2,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2312.14013,https://arxiv.org/pdf/2312.14013v2,raw/arxiv/Q13.xml
277,arxiv:2401.03853,2401.03853,Lattice thermal conductivity of ZrSe2 based on the anharmonic phonon approach and on-the-fly machine learning force fields,Yong Lu; Fawei Zheng,2024-01-08T12:31:46Z,cond-mat.mtrl-sci,Q16,evaluation,Q16:19,pass,pass,pass,,,,autocorrelation,2,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2401.03853,https://arxiv.org/pdf/2401.03853v1,raw/arxiv/Q16.xml
278,arxiv:2404.07312,2404.07312,An analysis of parameter compression and full-modeling techniques with Velocileptors for DESI 2024 and beyond,M. Maus; S. Chen; M. White; J. Aguilar; S. Ahlen; A. Aviles; S. Brieden; D. Brooks; T. Claybaugh; S. Cole; A. de la Macorra; Arjun Dey; P. Doel; S. Ferraro; N. Findlay; J. E. Forero-Romero; E. Gaztañaga; H. Gil-Marín; S. Gontcho A Gontcho; C. Hahn; K. Honscheid; C. Howlett; M. Ishak; S. Juneau; A. Kremin; Y. Lai; M. Landriau; M. E. Levi; M. Manera; R. Miquel; E. Mueller; A. D. Myers; S. Nadathur; J. Nie; H. E. Noriega; N. Palanque-Delabrouille; W. J. Percival; C. Poppett; S. Ramirez-Solano; M. Rezaie; A. Rocher; G. Rossi; E. Sanchez; D. Schlegel; M. Schubnell; H. Seo; D. Sprayberry; G. Tarlé; M. Vargas-Magaña; B. A. Weaver; S. Yuan; P. Zarrouk; H. Zhang; R. Zhou; H. Zou,2024-04-10T19:21:33Z,astro-ph.CO,Q15,author,Q15:3,pass,pass,pass,,,,bias,2,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2404.07312,https://arxiv.org/pdf/2404.07312v4,raw/arxiv/Q15.xml
279,arxiv:2405.15206,2405.15206,Maximum Caliber Infers Effective Coupling and Response from Spiking Networks,Kevin S. Chen; Ying-Jen Yang,2024-05-24T04:24:57Z,q-bio.NC,Q15,author,Q15:2,pass,pass,pass,,,,bias,2,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2405.15206,https://arxiv.org/pdf/2405.15206v1,raw/arxiv/Q15.xml
280,arxiv:2502.20608,2502.20608,Analysis of multivariate event times under informative censoring using vine copula,Xinyuan Chen; Yiwei Li; Qian M. Zhou,2025-02-28T00:18:07Z,stat.ME,Q13,author,Q13:2,pass,pass,pass,,,,variance,2,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2502.20608,https://arxiv.org/pdf/2502.20608v2,raw/arxiv/Q13.xml
281,arxiv:2507.14076,2507.14076,Variational Multi-Gaussian Phase-Space Dynamics via Automatic Differentiation,Jacopo Tosca; Francesco Carnazza; Luca Giacomelli; Cristiano Ciuti,2025-07-18T16:53:01Z,quant-ph,Q11,critical_slowing,Q11:24,pass,pass,pass,,,,critical slowing,2,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2507.14076,https://arxiv.org/pdf/2507.14076v2,raw/arxiv/Q11.xml
282,arxiv:2510.12006,2510.12006,Evidence for easy-plane XY ferromagnetism in heavy-fermion quantum-critical CeRh6Ge4,Riku Yamamoto; Sejun Park; Zachary W. Riedel; Phurba Sherpa; Joe D. Thompson; Filip Ronning; Eric D. Bauer; Adam P. Dioguardi; Michihiro Hirata,2025-10-13T22:58:44Z,cond-mat.str-el,Q11,critical_slowing,Q11:20,pass,pass,pass,,,,critical slowing,2,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2510.12006,https://arxiv.org/pdf/2510.12006v1,raw/arxiv/Q11.xml
283,arxiv:2603.08607,2603.08607,RESAPLE: An Approximate One-Step Restricted Likelihood Estimator of Spatial Dependence for Exploratory Spatial Analysis,Aditya Khan; Meredith Franklin,2026-03-09T16:55:26Z,stat.ME,Q16,evaluation,Q16:6,pass,pass,pass,,,,autocorrelation,2,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2603.08607,https://arxiv.org/pdf/2603.08607v2,raw/arxiv/Q16.xml
284,arxiv:2604.14300,2604.14300,Cell-Dependent Criticality for Quantum Metrology,Zhoutao Lei; Jihao Ma; Yun Chen; Tingting Wang; Jiangbin Gong,2026-04-15T18:00:40Z,quant-ph,Q11,critical_slowing,Q11:7,pass,pass,pass,,,,critical slowing,2,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2604.14300,https://arxiv.org/pdf/2604.14300v1,raw/arxiv/Q11.xml
285,arxiv:2606.10498,2606.10498,"Microscopic evidence for a Zhang-Rice triplet state in the van der Waals antiferromagnet, NiPS$_3$",Beom Hyun Kim; Youjin Lee; Junik Hwang; Junghyun Kim; Je-Geun Park; Seung-Ho Baek,2026-06-09T07:22:38Z,cond-mat.str-el,Q11,critical_slowing,Q11:3,pass,pass,pass,,,,critical slowing,2,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/2606.10498,https://arxiv.org/pdf/2606.10498v1,raw/arxiv/Q11.xml
286,arxiv:0508269,0508269,Half metallic digital ferromagnetic heterostructure composed of a $δ$-doped layer of Mn in Si,M. C. Qian; C. Y. Fong; Kai Liu; Warren E. Pickett; J. E. Pask; L. H. Yang,2005-08-10T18:51:44Z,cond-mat.mtrl-sci,Q13,author,Q13:18,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/0508269,https://arxiv.org/pdf/0508269v2,raw/arxiv/Q13.xml
287,arxiv:0903.1385,0903.1385,Gutzwiller density functional calculations of the electronic structure of FeAs-based superconductors: Evidence for a three-dimensional Fermi surface,G. T. Wang; Y. M. Qian; G. Xu; X. Dai; Z. Fang,2009-03-08T04:08:09Z,cond-mat.supr-con,Q13,author,Q13:17,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/0903.1385,https://arxiv.org/pdf/0903.1385v2,raw/arxiv/Q13.xml
288,arxiv:1206.6156,1206.6156,Radiation properties of extreme nulling pulsar J1502-5653,J. Li; A. Esamdin; R. N. Manchester; M. F. Qian; H. B. Niu,2012-06-27T02:07:27Z,astro-ph.SR,Q13,author,Q13:16,pass,pass,pass,,,,,1,exclude,did not jointly satisfy domain and sampling-method gates,https://arxiv.org/abs/1206.6156,https://arxiv.org/pdf/1206.6156v1,raw/arxiv/Q13.xml
