dijkstra_rank,candidate_id,title,decision,screen_score,route_occurrences,dijkstra_distance,priority_score,reachable,path_nodes,path_relations,path_edge_weights
412,doi:10.1016/j.tree.2010.01.010,Diversity meets decomposition,exclude,-14,1,2.00598,0.517395,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1016/j.tree.2010.01.010,root_to_query -> query_hit,0.65 + 1.35598
413,doi:10.1287/mnsc.36.2.123,Information Technology Implementation Research: A Technological Diffusion Approach,exclude,-6,1,2.00598,0.517395,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:doi:10.1287/mnsc.36.2.123,root_to_query -> query_hit,0.65 + 1.35598
414,title:pacgan the power of two samples in generative adversarial networks,PacGAN: The power of two samples in generative adversarial networks,exclude,-6,1,2.00598,0.517395,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:title:pacgan the power of two samples in generative adversarial networks,root_to_query -> query_hit,0.65 + 1.35598
415,doi:10.1038/ncomms6945,Quorum sensing triggers the stochastic escape of individual cells from Pseudomonas putida biofilms,exclude,-13,1,2.00598,0.517395,yes,paper:arxiv:2606.13790 -> query:Q21 -> paper:doi:10.1038/ncomms6945,root_to_query -> query_hit,0.65 + 1.35598
416,doi:10.1038/ncomms12386,Thermodynamics of freezing and melting,exclude,-6,1,2.00598,0.517395,yes,paper:arxiv:2606.13790 -> query:Q12 -> paper:doi:10.1038/ncomms12386,root_to_query -> query_hit,0.65 + 1.35598
417,doi:10.1038/nphys3230,Thermodynamics of Information,exclude,0,1,2.006728,0.517267,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:doi:10.1038/nphys3230,root_to_query -> query_hit,0.2 + 1.806728
418,arxiv:2308.13294,Training normalizing flows with computationally intensive target probability distributions,monitor,7,1,2.009035,0.586873,yes,paper:arxiv:2606.13790 -> query:Q28 -> paper:arxiv:2308.13294,root_to_query -> query_hit,0.65 + 1.359035
419,doi:10.1007/s10994-011-5272-5,Statistical topic models for multi-label document classification,exclude,-12,1,2.011777,0.516406,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:doi:10.1007/s10994-011-5272-5,root_to_query -> query_hit,0.85 + 1.161777
420,title:perturbation theory without gauge fixing,Perturbation Theory Without Gauge Fixing,monitor,6,1,2.014809,0.575889,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:title:perturbation theory without gauge fixing,root_to_query -> query_hit,0.2 + 1.814809
421,doi:10.22331/q-2026-01-22-1981,Gibbs Sampling gives Quantum Advantage at Constant Temperatures with O(1)-Local Hamiltonians,exclude,-4,1,2.016417,0.515615,yes,paper:arxiv:2606.13790 -> query:Q10 -> paper:doi:10.22331/q-2026-01-22-1981,root_to_query -> query_hit,0.45 + 1.566417
422,doi:10.1016/0370-1573(87)90144-x,Stochastic Quantization,exclude,1,1,2.02273,0.524542,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:doi:10.1016/0370-1573(87)90144-x,root_to_query -> query_hit,0.2 + 1.82273
423,doi:10.1186/1752-0509-4-99,Parameter inference for discretely observed stochastic kinetic models using stochastic gradient descent,monitor,7,1,2.023963,0.584332,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:doi:10.1186/1752-0509-4-99,root_to_query -> query_hit,0.7 + 1.323963
424,title:flow network based generative models for non iterative diverse candidate generation,Flow Network based Generative Models for Non‐Iterative Diverse Candidate Generation,monitor,6,1,2.030497,0.573224,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:title:flow network based generative models for non iterative diverse candidate generation,root_to_query -> query_hit,0.2 + 1.830497
425,doi:10.1109/cvpr42600.2020.00611,Effectively Unbiased FID and Inception Score and Where to Find Them,exclude,-4,1,2.034198,0.512598,yes,paper:arxiv:2606.13790 -> query:Q10 -> paper:doi:10.1109/cvpr42600.2020.00611,root_to_query -> query_hit,0.45 + 1.584198
426,doi:10.1073/pnas.1520665113,A topologically driven glass in ring polymers,exclude,-13,1,2.035623,0.512357,yes,paper:arxiv:2606.13790 -> query:Q12 -> paper:doi:10.1073/pnas.1520665113,root_to_query -> query_hit,0.65 + 1.385623
427,doi:10.1093/scan/nsm030,Attending to the present: mindfulness meditation reveals distinct neural modes of self-reference,exclude,-14,1,2.035623,0.512357,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:doi:10.1093/scan/nsm030,root_to_query -> query_hit,0.65 + 1.385623
428,doi:10.1002/mrm.24736,Design of multishell sampling schemes with uniform coverage in diffusion MRI,exclude,-5,1,2.035623,0.512357,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:doi:10.1002/mrm.24736,root_to_query -> query_hit,0.65 + 1.385623
429,doi:10.1073/pnas.0806202105,MicroRNAs regulate critical genes associated with multiple myeloma pathogenesis,exclude,-6,1,2.035623,0.512357,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.1073/pnas.0806202105,root_to_query -> query_hit,0.65 + 1.385623
430,doi:10.1109/tit.2015.2399924,Phase Retrieval via Wirtinger Flow: Theory and Algorithms,exclude,-6,1,2.035623,0.512357,yes,paper:arxiv:2606.13790 -> query:Q21 -> paper:doi:10.1109/tit.2015.2399924,root_to_query -> query_hit,0.65 + 1.385623
431,doi:10.18653/v1/2020.emnlp-main.541,Recurrent Event Network: Autoregressive Structure Inferenceover Temporal Knowledge Graphs,exclude,-14,1,2.035623,0.512357,yes,paper:arxiv:2606.13790 -> query:Q20 -> paper:doi:10.18653/v1/2020.emnlp-main.541,root_to_query -> query_hit,0.65 + 1.385623
432,doi:10.1038/s41586-019-1631-3,Resolving the fibrotic niche of human liver cirrhosis at single-cell level,exclude,-14,1,2.035623,0.512357,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1038/s41586-019-1631-3,root_to_query -> query_hit,0.65 + 1.385623
433,doi:10.1016/j.jtcvs.2009.11.020,"Right ventricular failure in patients with the HeartMate II continuous-flow left ventricular assist device: Incidence, risk factors, and effect on outcomes",exclude,-7,1,2.035623,0.512357,yes,paper:arxiv:2606.13790 -> query:Q19 -> paper:doi:10.1016/j.jtcvs.2009.11.020,root_to_query -> query_hit,0.65 + 1.385623
434,title:gflownet foundations,GFlowNet Foundations,exclude,-1,1,2.038117,0.511935,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:title:gflownet foundations,root_to_query -> query_hit,0.2 + 1.838117
435,title:trajectory balance improved credit assignment in gflownets,Trajectory balance: Improved credit assignment in GFlowNets,exclude,-1,1,2.045594,0.510673,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:title:trajectory balance improved credit assignment in gflownets,root_to_query -> query_hit,0.2 + 1.845594
436,doi:10.22323/1.430.0045,Oscillating Autocorrelation and the HMC Algorithm,exclude,-14,1,2.04889,0.510118,yes,paper:arxiv:2606.13790 -> query:Q34 -> paper:doi:10.22323/1.430.0045,root_to_query -> query_hit,0.8 + 1.24889
437,doi:10.1038/s42254-024-00720-5,"Entropy, irreversibility and inference at the foundations of statistical physics",exclude,-1,1,2.052933,0.509438,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:doi:10.1038/s42254-024-00720-5,root_to_query -> query_hit,0.2 + 1.852933
438,doi:10.1016/j.neuroimage.2007.05.012,Parametric spherical deconvolution: Inferring anatomical connectivity using diffusion MR imaging,exclude,-5,1,2.05598,0.508926,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:doi:10.1016/j.neuroimage.2007.05.012,root_to_query -> query_hit,0.7 + 1.35598
439,arxiv:2501.18288,Normalizing flows for SU($N$) gauge theories employing singular value decomposition,exclude,0,1,2.056149,0.508897,yes,paper:arxiv:2606.13790 -> query:Q28 -> paper:arxiv:2501.18288,root_to_query -> query_hit,0.65 + 1.406149
440,doi:10.21468/scipostphys.11.2.043,Conditional generative models for sampling and phase transition indication in spin systems,exclude,-3,1,2.05889,0.508437,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:doi:10.21468/scipostphys.11.2.043,root_to_query -> query_hit,0.85 + 1.20889
441,title:optimal scaling of discrete approximations to langevin diffusions,Optimal scaling of discrete approximations to Langevin diffusions,monitor,6,1,2.060141,0.568227,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:title:optimal scaling of discrete approximations to langevin diffusions,root_to_query -> query_hit,0.2 + 1.860141
442,doi:10.1289/ehp.00108s3511,Critical periods of vulnerability for the developing nervous system: evidence from humans and animal models.,exclude,-14,1,2.06322,0.507711,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.1289/ehp.00108s3511,root_to_query -> query_hit,0.65 + 1.41322
443,doi:10.1103/physrevd.59.102001,Detecting a stochastic background of gravitational radiation: Signal processing strategies and sensitivities,exclude,-13,1,2.06322,0.507711,yes,paper:arxiv:2606.13790 -> query:Q21 -> paper:doi:10.1103/physrevd.59.102001,root_to_query -> query_hit,0.65 + 1.41322
444,doi:10.1103/physrevb.76.085416,Freezing of argon in ordered and disordered porous carbon,exclude,-5,1,2.06322,0.507711,yes,paper:arxiv:2606.13790 -> query:Q12 -> paper:doi:10.1103/physrevb.76.085416,root_to_query -> query_hit,0.65 + 1.41322
445,doi:10.1038/sj.bjc.6601887,High levels of untreated distress and fatigue in cancer patients,exclude,-7,1,2.06322,0.507711,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1038/sj.bjc.6601887,root_to_query -> query_hit,0.65 + 1.41322
446,doi:10.1038/nnano.2017.45,Imaging modes of atomic force microscopy for application in molecular and cell biology,exclude,-14,1,2.06322,0.507711,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:doi:10.1038/nnano.2017.45,root_to_query -> query_hit,0.65 + 1.41322
447,doi:10.1137/18m1225409,Physics-Informed Generative Adversarial Networks for Stochastic Differential Equations,exclude,-6,1,2.06322,0.507711,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.1137/18m1225409,root_to_query -> query_hit,0.65 + 1.41322
448,doi:10.1007/jhep02(2024)048,Sampling the lattice Nambu-Goto string using Continuous Normalizing Flows,exclude,-3,1,2.06322,0.507711,yes,paper:arxiv:2606.13790 -> query:Q19 -> paper:doi:10.1007/jhep02(2024)048,root_to_query -> query_hit,0.65 + 1.41322
449,arxiv:9868.2010,Riemann manifold Langevin and Hamiltonian Monte Carlo methods,exclude,2,1,2.067221,0.527041,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:arxiv:9868.2010,root_to_query -> query_hit,0.2 + 1.867221
450,doi:10.1002/cssc.202301284,Revolutionizing Solid‐State NASICON Sodium Batteries: Enhanced Ionic Conductivity Estimation through Multivariate Experimental Parameters Leveraging Machine Learning,exclude,-5,1,2.06755,0.506986,yes,paper:arxiv:2606.13790 -> query:Q10 -> paper:doi:10.1002/cssc.202301284,root_to_query -> query_hit,0.45 + 1.61755
451,arxiv:2603.02984,Variance reduction in lattice QCD observables via normalizing flows,monitor,7,1,2.069445,0.576669,yes,paper:arxiv:2606.13790 -> query:Q01 -> paper:doi:10.1103/physrevd.100.034515 -> author:gurtej_kanwar -> paper:arxiv:2603.02984,root_to_query -> query_hit -> paper_to_author -> author_to_paper,0.05 + 0.769445 + 0.55 + 0.7
452,doi:10.1214/aoms/1177729694,On Information and Sufficiency,exclude,-1,1,2.074177,0.505878,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:doi:10.1214/aoms/1177729694,root_to_query -> query_hit,0.2 + 1.874177
453,doi:10.1007/978-3-0348-0359-5_4,Equalities and Inequalities: Irreversibility and the Second Law of Thermodynamics at the Nanoscale,exclude,0,1,2.081015,0.504738,yes,paper:arxiv:2606.13790 -> query:Q04 -> paper:doi:10.1007/978-3-0348-0359-5_4,root_to_query -> query_hit,0.2 + 1.881015
454,doi:10.1145/3696208,Scabbard: An Exploratory Study on Hardware Aware Design Choices of Learning with Rounding-based Key Encapsulation Mechanisms,exclude,-5,1,2.083239,0.504367,yes,paper:arxiv:2606.13790 -> query:Q10 -> paper:doi:10.1145/3696208,root_to_query -> query_hit,0.45 + 1.633239
455,doi:10.1007/s11222-007-9045-8,Computational methods for complex stochastic systems: a review of some alternatives to MCMC,exclude,-11,1,2.085623,0.503971,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:doi:10.1007/s11222-007-9045-8,root_to_query -> query_hit,0.7 + 1.385623
456,doi:10.1145/311535.311576,Implicit fairing of irregular meshes using diffusion and curvature flow,exclude,-6,2,2.089035,0.508404,yes,paper:arxiv:2606.13790 -> query:Q19 -> paper:doi:10.1145/311535.311576,root_to_query -> query_hit,0.65 + 1.439035
457,doi:10.3386/w10780,"When it Rains, it Pours: Procyclical Capital Flows and Macroeconomic Policies",exclude,-6,2,2.089035,0.508404,yes,paper:arxiv:2606.13790 -> query:Q21 -> paper:doi:10.3386/w10780,root_to_query -> query_hit,0.65 + 1.439035
458,doi:10.1038/s41586-024-07566-y,AI models collapse when trained on recursively generated data,exclude,-14,1,2.089035,0.503404,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:doi:10.1038/s41586-024-07566-y,root_to_query -> query_hit,0.65 + 1.439035
459,arxiv:1310.8499,Deep AutoRegressive Networks,exclude,-3,1,2.089035,0.503404,yes,paper:arxiv:2606.13790 -> query:Q20 -> paper:arxiv:1310.8499,root_to_query -> query_hit,0.65 + 1.439035
460,doi:10.1103/physrevb.101.214205,Kinetically constrained freezing transition in a dipole-conserving system,exclude,-5,1,2.089035,0.503404,yes,paper:arxiv:2606.13790 -> query:Q12 -> paper:doi:10.1103/physrevb.101.214205,root_to_query -> query_hit,0.65 + 1.439035
461,doi:10.1016/j.euroneuro.2018.08.001,"Live fast, die young? A review on the developmental trajectories of ADHD across the lifespan",exclude,-14,1,2.089035,0.503404,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1016/j.euroneuro.2018.08.001,root_to_query -> query_hit,0.65 + 1.439035
462,doi:10.1080/1461670x.2011.571825,NORMALIZING TWITTER,exclude,-14,1,2.089035,0.503404,yes,paper:arxiv:2606.13790 -> query:Q18 -> paper:doi:10.1080/1461670x.2011.571825,root_to_query -> query_hit,0.65 + 1.439035
463,arxiv:2205.11487,Photorealistic Text-to-Image Diffusion Models with Deep Language Understanding,exclude,-4,1,2.089035,0.503404,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:arxiv:2205.11487,root_to_query -> query_hit,0.65 + 1.439035
464,doi:10.1093/rfs/hhp036,Unspanned Stochastic Volatility and the Pricing of Commodity Derivatives,exclude,-13,1,2.089035,0.503404,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.1093/rfs/hhp036,root_to_query -> query_hit,0.65 + 1.439035
465,doi:10.22323/1.214.0026,Diffusion of topological charge and scaling of autocorrelation times in hybrid Monte Carlo simulations of lattice QCD,exclude,5,1,2.091034,0.553072,yes,paper:arxiv:2606.13790 -> query:Q34 -> paper:doi:10.22323/1.214.0026,root_to_query -> query_hit,0.8 + 1.291034
466,arxiv:2504.18126,Lecture Notes on Normalizing Flows for Lattice Quantum Field Theories,monitor,7,1,2.098293,0.571868,yes,paper:arxiv:2606.13790 -> query:Q28 -> paper:arxiv:2504.18126,root_to_query -> query_hit,0.65 + 1.448293
467,doi:10.3390/math9040325,Dynamics of Fourier Modes in Torus Generative Adversarial Networks,exclude,-4,1,2.101034,0.501414,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:doi:10.3390/math9040325,root_to_query -> query_hit,0.85 + 1.251034
468,doi:10.1023/a:1020297828025,Mixtures of Factor Analysers. Bayesian Estimation and Inference by Stochastic Simulation,exclude,-11,1,2.11322,0.499402,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:doi:10.1023/a:1020297828025,root_to_query -> query_hit,0.7 + 1.41322
469,doi:10.1103/physrevd.102.104057,Gravitational-wave parameter estimation with autoregressive neural network flows,monitor,6,1,2.113285,0.559391,yes,paper:arxiv:2606.13790 -> query:Q20 -> paper:doi:10.1103/physrevd.102.104057,root_to_query -> query_hit,0.65 + 1.463285
470,doi:10.1093/amrx/abs010,Rational Construction of Stochastic Numerical Methods for Molecular Sampling,exclude,4,1,2.113285,0.539391,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.1093/amrx/abs010,root_to_query -> query_hit,0.65 + 1.463285
471,doi:10.1542/peds.2014-0966,Benefits of Strict Rest After Acute Concussion: A Randomized Controlled Trial,exclude,-7,1,2.113285,0.499391,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1542/peds.2014-0966,root_to_query -> query_hit,0.65 + 1.463285
472,doi:10.1038/nature13405,Metastable liquid–liquid transition in a molecular model of water,exclude,-14,1,2.113285,0.499391,yes,paper:arxiv:2606.13790 -> query:Q12 -> paper:doi:10.1038/nature13405,root_to_query -> query_hit,0.65 + 1.463285
473,doi:10.1214/06-ba127,Nested sampling for general Bayesian computation,exclude,-7,1,2.113285,0.499391,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.1214/06-ba127,root_to_query -> query_hit,0.65 + 1.463285
474,doi:10.1145/3283254.3283282,On the convergence and mode collapse of GAN,exclude,-6,1,2.113285,0.499391,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:doi:10.1145/3283254.3283282,root_to_query -> query_hit,0.65 + 1.463285
475,doi:10.1145/3528233.3530757,Palette: Image-to-Image Diffusion Models,exclude,-6,1,2.113285,0.499391,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:doi:10.1145/3528233.3530757,root_to_query -> query_hit,0.65 + 1.463285
476,doi:10.1175/1520-0426(1997)014<0512:qcafsp>2.0.co;2,Quality Control and Flux Sampling Problems for Tower and Aircraft Data,exclude,-7,1,2.113285,0.499391,yes,paper:arxiv:2606.13790 -> query:Q19 -> paper:doi:10.1175/1520-0426(1997)014<0512:qcafsp>2.0.co;2,root_to_query -> query_hit,0.65 + 1.463285
477,doi:10.1016/s0006-3495(91)82125-7,Single particle tracking. Analysis of diffusion and flow in two-dimensional systems,exclude,-6,1,2.113285,0.499391,yes,paper:arxiv:2606.13790 -> query:Q21 -> paper:doi:10.1016/s0006-3495(91)82125-7,root_to_query -> query_hit,0.65 + 1.463285
478,arxiv:2601.10774,Analytic Bijections for Smooth and Interpretable Normalizing Flows,include,10,1,2.117809,0.598646,yes,paper:arxiv:2606.13790 -> query:Q28 -> paper:arxiv:2601.10774,root_to_query -> query_hit,0.65 + 1.467809
479,doi:10.22323/1.164.0189,Autocorrelation studies in two-flavour Wilson Lattice QCD using DD- HMC algorithm,exclude,1,1,2.129158,0.506782,yes,paper:arxiv:2606.13790 -> query:Q34 -> paper:doi:10.22323/1.164.0189,root_to_query -> query_hit,0.8 + 1.329158
480,doi:10.1287/mnsc.17.4.b141,Decision-Making in a Fuzzy Environment,exclude,-6,1,2.136149,0.495638,yes,paper:arxiv:2606.13790 -> query:Q21 -> paper:doi:10.1287/mnsc.17.4.b141,root_to_query -> query_hit,0.65 + 1.486149
481,doi:10.1016/j.tics.2016.01.007,Diffusion Decision Model: Current Issues and History,exclude,-7,1,2.136149,0.495638,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:doi:10.1016/j.tics.2016.01.007,root_to_query -> query_hit,0.65 + 1.486149
482,doi:10.2118/26436-ms,Enhanced Reservoir Description: Using Core and Log Data to Identify Hydraulic (Flow) Units and Predict Permeability in Uncored Intervals/Wells,exclude,-5,1,2.136149,0.495638,yes,paper:arxiv:2606.13790 -> query:Q18 -> paper:doi:10.2118/26436-ms,root_to_query -> query_hit,0.65 + 1.486149
483,doi:10.1111/0022-1082.00248,Equilibrium Forward Curves for Commodities,exclude,-14,1,2.136149,0.495638,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.1111/0022-1082.00248,root_to_query -> query_hit,0.65 + 1.486149
484,doi:10.1186/1752-0509-1-39,Modeling gene expression regulatory networks with the sparse vector autoregressive model,exclude,-6,1,2.136149,0.495638,yes,paper:arxiv:2606.13790 -> query:Q20 -> paper:doi:10.1186/1752-0509-1-39,root_to_query -> query_hit,0.65 + 1.486149
485,doi:10.1038/s41545-021-00127-0,Removal of heavy metal ions from wastewater: a comprehensive and critical review,exclude,-14,1,2.136149,0.495638,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.1038/s41545-021-00127-0,root_to_query -> query_hit,0.65 + 1.486149
486,doi:10.1371/journal.pone.0002213,Replicative Senescence of Mesenchymal Stem Cells: A Continuous and Organized Process,exclude,-7,1,2.136149,0.495638,yes,paper:arxiv:2606.13790 -> query:Q19 -> paper:doi:10.1371/journal.pone.0002213,root_to_query -> query_hit,0.65 + 1.486149
487,doi:10.3389/fnins.2012.00152,The NKI-Rockland Sample: A Model for Accelerating the Pace of Discovery Science in Psychiatry,exclude,-7,1,2.136149,0.495638,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.3389/fnins.2012.00152,root_to_query -> query_hit,0.65 + 1.486149
488,arxiv:2304.01798,Locality-constrained autoregressive cum conditional normalizing flow for lattice field theory simulations,include,10,1,2.136417,0.595594,yes,paper:arxiv:2606.13790 -> query:Q28 -> paper:arxiv:2304.01798,root_to_query -> query_hit,0.65 + 1.486417
489,doi:10.1007/s10955-016-1446-7,Adaptive Importance Sampling for Control and Inference,exclude,-2,1,2.139035,0.495166,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:doi:10.1007/s10955-016-1446-7,root_to_query -> query_hit,0.7 + 1.439035
490,arxiv:2304.12891,Latent diffusion models for generative precipitation nowcasting with accurate uncertainty quantification,exclude,-2,1,2.139158,0.495146,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:arxiv:2304.12891,root_to_query -> query_hit,0.85 + 1.289158
491,arxiv:2302.14082,Detecting and Mitigating Mode-Collapse for Flow-based Sampling of Lattice Field Theories,include,10,1,2.154198,0.592695,yes,paper:arxiv:2606.13790 -> query:Q28 -> paper:arxiv:2302.14082,root_to_query -> query_hit,0.65 + 1.504198
492,doi:10.1175/2008jas2677.1,A Spectral Stochastic Kinetic Energy Backscatter Scheme and Its Impact on Flow-Dependent Predictability in the ECMWF Ensemble Prediction System,exclude,-6,1,2.157776,0.492113,yes,paper:arxiv:2606.13790 -> query:Q21 -> paper:doi:10.1175/2008jas2677.1,root_to_query -> query_hit,0.65 + 1.507776
493,doi:10.1371/journal.pcbi.1000028,Dimensionality and Dynamics in the Behavior of C. elegans,exclude,-14,1,2.157776,0.492113,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.1371/journal.pcbi.1000028,root_to_query -> query_hit,0.65 + 1.507776
494,doi:10.1021/cr500006j,Molecular Separation with Organic Solvent Nanofiltration: A Critical Review,exclude,-14,1,2.157776,0.492113,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.1021/cr500006j,root_to_query -> query_hit,0.65 + 1.507776
495,doi:10.1136/bmj.l2323,Physical activity trajectories and mortality: population based cohort study,exclude,-14,1,2.157776,0.492113,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1136/bmj.l2323,root_to_query -> query_hit,0.65 + 1.507776
496,doi:10.1529/biophysj.107.117044,Sampling the Cell with Anomalous Diffusion—The Discovery of Slowness,exclude,-6,1,2.157776,0.492113,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:doi:10.1529/biophysj.107.117044,root_to_query -> query_hit,0.65 + 1.507776
497,title:styleflow attribute conditioned exploration of stylegan generated images using conditional continuous normalizing flows,StyleFlow: Attribute-conditioned Exploration of StyleGAN-Generated Images using Conditional Continuous Normalizing Flows,exclude,-4,1,2.157776,0.492113,yes,paper:arxiv:2606.13790 -> query:Q19 -> paper:title:styleflow attribute conditioned exploration of stylegan generated images using conditional continuous normalizing flows,root_to_query -> query_hit,0.65 + 1.507776
498,title:the neural autoregressive distribution estimator,The Neural Autoregressive Distribution Estimator,exclude,-13,1,2.157776,0.492113,yes,paper:arxiv:2606.13790 -> query:Q20 -> paper:title:the neural autoregressive distribution estimator,root_to_query -> query_hit,0.65 + 1.507776
499,arxiv:1711.11586,Toward Multimodal Image-to-Image Translation,exclude,-4,1,2.157776,0.492113,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:arxiv:1711.11586,root_to_query -> query_hit,0.65 + 1.507776
500,doi:10.1007/s40072-015-0049-7,Optimization of mesh hierarchies in multilevel Monte Carlo samplers,exclude,-4,1,2.163285,0.49122,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:doi:10.1007/s40072-015-0049-7,root_to_query -> query_hit,0.7 + 1.463285
501,doi:10.17758/eap.u0317210,"A Low Cost Tube-Type Passive Sampler for Ambient BTEX Monitoring in Urban Settings, Thailand",exclude,-7,1,2.163963,0.49111,yes,paper:arxiv:2606.13790 -> query:Q34 -> paper:doi:10.17758/eap.u0317210,root_to_query -> query_hit,0.8 + 1.363963
502,arxiv:2403.00025,On the Challenges and Opportunities in Generative AI,exclude,-3,1,2.173963,0.489492,yes,paper:arxiv:2606.13790 -> query:Q32 -> paper:arxiv:2403.00025,root_to_query -> query_hit,0.85 + 1.323963
503,doi:10.1146/annurev-fluid-010816-060042,Model Reduction for Flow Analysis and Control,exclude,-7,2,2.178293,0.493793,yes,paper:arxiv:2606.13790 -> query:Q21 -> paper:doi:10.1146/annurev-fluid-010816-060042,root_to_query -> query_hit,0.65 + 1.528293
504,doi:10.2139/ssrn.358102,An Estimated Stochastic Dynamic General Equilibrium Model of the Euro Area,exclude,-13,1,2.178293,0.488793,yes,paper:arxiv:2606.13790 -> query:Q14 -> paper:doi:10.2139/ssrn.358102,root_to_query -> query_hit,0.65 + 1.528293
505,doi:10.1007/s00394-012-0380-y,Critical review: vegetables and fruit in the prevention of chronic diseases,exclude,-14,1,2.178293,0.488793,yes,paper:arxiv:2606.13790 -> query:Q11 -> paper:doi:10.1007/s00394-012-0380-y,root_to_query -> query_hit,0.65 + 1.528293
506,doi:10.1021/ja00181a020,Enhanced sampling in molecular dynamics: use of the time-dependent Hartree approximation for a simulation of carbon monoxide diffusion through myoglobin,exclude,-6,1,2.178293,0.488793,yes,paper:arxiv:2606.13790 -> query:Q22 -> paper:doi:10.1021/ja00181a020,root_to_query -> query_hit,0.65 + 1.528293
507,doi:10.1186/1471-2105-12-480,GC-Content Normalization for RNA-Seq Data,exclude,-7,1,2.178293,0.488793,yes,paper:arxiv:2606.13790 -> query:Q18 -> paper:doi:10.1186/1471-2105-12-480,root_to_query -> query_hit,0.65 + 1.528293
508,doi:10.1061/(asce)0733-9399(1997)123:7(660),Multisurface Interface Model for Analysis of Masonry Structures,exclude,-6,1,2.178293,0.488793,yes,paper:arxiv:2606.13790 -> query:Q23 -> paper:doi:10.1061/(asce)0733-9399(1997)123:7(660),root_to_query -> query_hit,0.65 + 1.528293
509,arxiv:1906.12320,PointFlow: 3D Point Cloud Generation with Continuous Normalizing Flows,exclude,-2,1,2.178293,0.488793,yes,paper:arxiv:2606.13790 -> query:Q19 -> paper:arxiv:1906.12320,root_to_query -> query_hit,0.65 + 1.528293
510,doi:10.1149/1945-7111/ac6d13,Review—“Knees” in Lithium-Ion Battery Aging Trajectories,exclude,-7,1,2.178293,0.488793,yes,paper:arxiv:2606.13790 -> query:Q13 -> paper:doi:10.1149/1945-7111/ac6d13,root_to_query -> query_hit,0.65 + 1.528293
511,doi:10.1073/pnas.2311810121,"Sampling with flows, diffusion, and autoregressive neural networks from a spin-glass perspective",exclude,-2,1,2.178293,0.488793,yes,paper:arxiv:2606.13790 -> query:Q20 -> paper:doi:10.1073/pnas.2311810121,root_to_query -> query_hit,0.65 + 1.528293
512,doi:10.1177/02783649211047890,Constrained stochastic optimal control with learned importance sampling: A path integral approach,exclude,-3,1,2.186149,0.487528,yes,paper:arxiv:2606.13790 -> query:Q36 -> paper:doi:10.1177/02783649211047890,root_to_query -> query_hit,0.7 + 1.486149
