node_id,node_type,label,decision,facets,source
facet:evaluation,facet,evaluation,,,
paper:doi:10.1137/1115049,paper,Prescribing a System of Random Variables by Conditional Distributions,exclude,identity,https://doi.org/10.1137/1115049
author:r_l_dobrushin,author,R. L. Dobrushin,,,
paper:doi:10.1111/j.1467-9868.2012.01046.x,paper,SMC2: An Efficient Algorithm for Sequential Analysis of State Space Models,exclude,lineage,https://doi.org/10.1111/j.1467-9868.2012.01046.x
author:chopinnicolas,author,ChopinNicolas,,,
author:pierre_jacob,author,Pierre Jacob,,,
author:omiros_papaspiliopoulos,author,Omiros Papaspiliopoulos,,,
paper:doi:10.22323/1.066.0200,paper,Stochastic quantization of a finite temperature lattice field theory in the real time formula,exclude,identity,https://doi.org/10.22323/1.066.0200
author:shin_muroya,author,Shin Muroya,,,
author:atsushi_nakamura,author,Atsushi Nakamura,,,
paper:doi:10.1137/1113026,paper,The Description of a Random Field by Means of Conditional Probabilities and Conditions of Its Regularity,exclude,identity,https://doi.org/10.1137/1113026
author:p_l_dobruschin,author,P. L. Dobruschin,,,
paper:doi:10.1051/epjconf/202227409001,paper,Applications of Lattice Gauge Equivariant Neural Networks,exclude,extension,https://doi.org/10.1051/epjconf/202227409001
author:matteo_favoni,author,Matteo Favoni,,,
author:andreas_ipp,author,Andreas Ipp,,,
author:david_i_m_ller,author,David I. Müller,,,
paper:title:equivariant convolutional networks,paper,Equivariant convolutional networks,exclude,extension,https://handle.uba.uva.nl/personal/pure/en/publications/equivariant-convolutional-networks(0f7014ae-ee94-430e-a5d8-37d03d8d10e6).html
author:tomer_cohen,author,Tomer Cohen,,,
paper:doi:10.1103/physrevlett.128.032003,paper,Lattice Gauge Equivariant Convolutional Neural Networks,exclude,extension,https://doi.org/10.1103/physrevlett.128.032003
author:daniel_schuh,author,Daniel Schuh,,,
paper:doi:10.1093/amrx/abs010,paper,Rational Construction of Stochastic Numerical Methods for Molecular Sampling,exclude,mechanism,https://doi.org/10.1093/amrx/abs010
author:b_leimkuhler,author,B. Leimkuhler,,,
author:c_matthews,author,C. Matthews,,,
paper:doi:10.1111/1467-937x.00050,paper,Stochastic Volatility: Likelihood Inference and Comparison with ARCH Models,exclude,correction,https://doi.org/10.1111/1467-937x.00050
author:sang_joon_kim,author,Sang‐Joon Kim,,,
author:neil_shepherd,author,Neil Shepherd,,,
author:siddhartha_chib,author,Siddhartha Chib,,,
paper:title:coda convergence diagnosis and output analysis for mcmc,paper,CODA: convergence diagnosis and output analysis for MCMC,exclude,correction,https://oro.open.ac.uk/22547/
author:martyn_plummer,author,Martyn Plummer,,,
author:nicky_best,author,Nicky Best,,,
author:kate_cowles,author,Kate Cowles,,,
author:karen_vines,author,Karen Vines,,,
paper:doi:10.4310/cntp.2007.v1.n1.a1,paper,Electric-magnetic duality and the geometric Langlands program,exclude,extension,https://doi.org/10.4310/cntp.2007.v1.n1.a1
author:anton_kapustin,author,Anton Kapustin,,,
author:edward_witten,author,Edward Witten,,,
paper:doi:10.1103/physrevd.108.034503,paper,Gauge-equivariant neural networks as preconditioners in lattice QCD,exclude,extension,https://doi.org/10.1103/physrevd.108.034503
author:christoph_lehner,author,Christoph Lehner,,,
author:tilo_wettig,author,Tilo Wettig,,,
paper:doi:10.1103/physrevresearch.5.013216,paper,Gauge-invariant and anyonic-symmetric autoregressive neural network for quantum lattice models,exclude,identity,https://doi.org/10.1103/physrevresearch.5.013216
author:di_luo,author,Di Luo,,,
author:zhuo_chen,author,Zhuo Chen,,,
author:kaiwen_hu,author,Kaiwen Hu,,,
author:zhizhen_zhao,author,Zhizhen Zhao,,,
author:vera_mikyoung_hur,author,Vera Mikyoung Hur,,,
author:bryan_k_clark,author,Bryan K. Clark,,,
paper:doi:10.22323/1.251.0309,paper,Instantaneous Stochastic Perturbation Theory and Gradient flow in $\phi^4$ theory,exclude,identity,https://doi.org/10.22323/1.251.0309
author:marco_garofalo,author,Marco Garofalo,,,
author:mattia_dalla_brida,author,Mattia Dalla Brida,,,
author:anthony_d_kennedy,author,Anthony D. Kennedy,,,
paper:doi:10.1081/sta-120018828,paper,Note on the Sampling Distribution for the Metropolis-Hastings Algorithm,exclude,correction,https://doi.org/10.1081/sta-120018828
author:john_geweke,author,John Geweke,,,
author:hisashi_tanizaki,author,Hisashi Tanizaki,,,
paper:arxiv:2005.04857,paper,Continuous-Mixture Autoregressive Networks Learning the Kosterlitz-Thouless Transition,exclude,lineage,https://arxiv.org/abs/2005.04857
author:jiang_yin,author,"Jiang, Yin",,,
author:he_lianyi,author,"He, Lianyi",,,
paper:arxiv:2502.02127,paper,Exploring Generative Networks for Manifolds with Non-Trivial Topology,exclude,lineage,https://arxiv.org/abs/2502.02127
author:chen_shi_yang,author,"Chen, Shi-Yang",,,
author:lucini_biagio,author,"Lucini, Biagio",,,
paper:arxiv:2010.0018,paper,Maximum Entropy Production in Environmental and Ecological Systems,exclude,lineage,https://arxiv.org/abs/2010.0018
author:kleidon_axel,author,"Kleidon, Axel",,,
paper:doi:10.22323/1.032.0156,paper,Renormalization constants for lattice QCD: new results from Numerical Stochastic Perturbation Theory,exclude,identity,https://doi.org/10.22323/1.032.0156
author:francesco_di_renzo,author,Francesco Di Renzo,,,
paper:arxiv:9868.2010,paper,Riemann manifold Langevin and Hamiltonian Monte Carlo methods,exclude,lineage,https://arxiv.org/abs/9868.2010
author:girolami_mark,author,"Girolami, Mark",,,
author:calderhead_ben,author,"Calderhead, Ben",,,
paper:doi:10.22323/1.164.0189,paper,Autocorrelation studies in two-flavour Wilson Lattice QCD using DD- HMC algorithm,exclude,evaluation,https://doi.org/10.22323/1.164.0189
author:santanu_mondal,author,Santanu Mondal,,,
author:abhishek_chowdhury,author,Abhishek Chowdhury,,,
author:asit_k_de,author,Asit K De,,,
author:avaroth_harindranath,author,Avaroth Harindranath,,,
author:sangita_de_sarkar,author,Sangita De Sarkar,,,
author:jyotirmoy_maiti,author,Jyotirmoy Maiti,,,
author:anwesa_sarkar,author,Anwesa Sarkar,,,
paper:doi:10.1007/jhep10(2016)108,paper,"Boundaries, mirror symmetry, and symplectic duality in 3d N = 4 $$ \mathcal{N}=4 $$ gauge theory",exclude,extension,https://doi.org/10.1007/jhep10(2016)108
author:mathew_bullimore,author,Mathew Bullimore,,,
author:tudor_dimofte,author,Tudor Dimofte,,,
author:davide_gaiotto,author,Davide Gaiotto,,,
author:justin_hilburn,author,Justin Hilburn,,,
paper:arxiv:2303.15136,paper,Exploring QCD matter in extreme conditions with Machine Learning,exclude,lineage,https://arxiv.org/abs/2303.15136
author:shi_shuzhe,author,"Shi, Shuzhe",,,
paper:arxiv:1907.05600,paper,Generative Modeling by Estimating Gradients of the Data Distribution,exclude,lineage,https://papers.nips.cc/paper/2019/hash/3001ef257407d5a371a96dcd947c7d93-Abstract.html
author:song_yang,author,"Song, Yang",,,
author:ermon_stefano,author,"Ermon, Stefano",,,
paper:doi:10.1016/0370-1573(87)90144-x,paper,Stochastic Quantization,exclude,lineage,
author:damgaard_poul_h,author,"Damgaard, Poul H.",,,
author:huffel_helmuth,author,"Huffel, Helmuth",,,
paper:doi:10.1007/978-3-0348-0359-5_4,paper,Equalities and Inequalities: Irreversibility and the Second Law of Thermodynamics at the Nanoscale,exclude,lineage,
author:jarzynski_christopher,author,"Jarzynski, Christopher",,,
paper:arxiv:1810.04449,paper,Faster Hamiltonian Monte Carlo by Learning Leapfrog Scale: a self-calibrated randomized solution,exclude,correction,http://arxiv.org/abs/1810.04449
author:changye_wu,author,Changye Wu,,,
author:julien_stoehr,author,Julien Stoehr,,,
author:christian_p_robert,author,Christian P. Robert,,,
paper:doi:10.1073/pnas.2024300118,paper,Improved Bounds on Entropy Production in Living Systems,exclude,lineage,
author:skinner_dominic_j,author,"Skinner, Dominic J.",,,
author:dunkel_j_o_rn,author,"Dunkel, J \""o rn",,,
paper:doi:10.3390/e26090761,paper,Information Thermodynamics: From Physics to Neuroscience,exclude,lineage,
author:karbowski_jan,author,"Karbowski, Jan",,,
paper:arxiv:2405.06672,paper,Liouville Flow Importance Sampler,exclude,correction,http://arxiv.org/abs/2405.06672
author:yifeng_tian,author,Yifeng Tian,,,
author:nishant_panda,author,Nishant Panda,,,
author:yen_ting_lin,author,Yen Ting Lin,,,
paper:arxiv:2501.18288,paper,Normalizing flows for SU($N$) gauge theories employing singular value decomposition,exclude,adjacent_method,http://arxiv.org/abs/2501.18288v1
paper:doi:10.1103/physrevlett.100.080403,paper,Second Law of Thermodynamics with Discrete Quantum Feedback Control,exclude,lineage,
author:sagawa_takahiro,author,"Sagawa, Takahiro",,,
author:ueda_masahito,author,"Ueda, Masahito",,,
paper:doi:10.22323/1.066.0176,paper,Stochastic quantization at nonzero chemical potential,exclude,identity,https://doi.org/10.22323/1.066.0176
author:ion_olimpiu_stamatescu,author,Ion-Olimpiu Stamatescu,,,
paper:doi:10.3390/e12030613,paper,The Maximum Entropy Production Principle: Its Theoretical Foundations and Applications to the Earth System,exclude,lineage,
author:dyke_james,author,"Dyke, James",,,
paper:doi:10.1007/bf01262690,paper,The Thermodynamics of Elastic Materials with Heat Conduction and Viscosity,exclude,lineage,
author:coleman_bernard_d,author,"Coleman, Bernard D.",,,
author:noll_walter,author,"Noll, Walter",,,
paper:doi:10.1038/nphys3230,paper,Thermodynamics of Information,exclude,lineage,
author:parrondo_juan_m_r,author,"Parrondo, Juan M. R.",,,
author:horowitz_jordan_m,author,"Horowitz, Jordan M.",,,
paper:doi:10.1109/jstsp.2015.2496908,paper,A Survey of Stochastic Simulation and Optimization Methods in Signal Processing,exclude,lineage,https://doi.org/10.1109/jstsp.2015.2496908
author:marcelo_pereyra,author,Marcelo Pereyra,,,
author:philip_schniter,author,Philip Schniter,,,
author:milie_chouzenoux,author,Émilie Chouzenoux,,,
author:jean_christophe_pesquet,author,Jean‐Christophe Pesquet,,,
author:jean_yves_tourneret,author,Jean‐Yves Tourneret,,,
author:alfred_o_hero,author,Alfred O. Hero,,,
author:stephen_mclaughlin,author,Stephen McLaughlin,,,
paper:arxiv:2405.15986,paper,Accelerating Diffusion Models with Parallel Sampling: Inference at Sub-Linear Time Complexity,exclude,author,http://arxiv.org/abs/2405.15986
author:haoxuan_chen,author,Haoxuan Chen,,,
author:yinuo_ren,author,Yinuo Ren,,,
author:lexing_ying,author,Lexing Ying,,,
author:grant_m_rotskoff,author,Grant M. Rotskoff,,,
paper:doi:10.3390/e21010056,paper,Entropy and Its Application to Urban Systems,exclude,lineage,
author:purvis_benjamin,author,"Purvis, Benjamin",,,
author:mao_yong,author,"Mao, Yong",,,
author:robinson_darren,author,"Robinson, Darren",,,
paper:doi:10.1038/s42254-024-00720-5,paper,"Entropy, irreversibility and inference at the foundations of statistical physics",exclude,lineage,
author:pachter_jonathan_asher,author,"Pachter, Jonathan Asher",,,
author:yang_ying_jen,author,"Yang, Ying-Jen",,,
author:dill_ken_a,author,"Dill, Ken A.",,,
paper:title:gflownet foundations,paper,GFlowNet Foundations,exclude,lineage,https://jmlr.org/papers/volume24/22-0364/22-0364.pdf
author:yoshua_bengio,author,Yoshua Bengio,,,
author:salem_lahlou,author,Salem Lahlou,,,
author:tristan_deleu,author,Tristan Deleu,,,
author:edward_j_hu,author,Edward J. Hu,,,
author:mo_tiwari,author,Mo Tiwari,,,
author:emmanuel_bengio,author,Emmanuel Bengio,,,
paper:doi:10.1613/jair.2473,paper,Graphical Model Inference in Optimal Control of Stochastic Multi-Agent Systems,exclude,lineage,https://doi.org/10.1613/jair.2473
author:bart_van_den_broek,author,Bart van den Broek,,,
author:wim_wiegerinck,author,Wim Wiegerinck,,,
author:bert_kappen,author,Bert Kappen,,,
paper:arxiv:2410.03601,paper,How Discrete and Continuous Diffusion Meet: Comprehensive Analysis of Discrete Diffusion Models via a Stochastic Integral Framework,exclude,author,http://arxiv.org/abs/2410.03601
paper:doi:10.1147/rd.53.0183,paper,Irreversibility and Heat Generation in the Computing Process,exclude,lineage,
author:landauer_r,author,"Landauer, R.",,,
paper:title:neural ordinary differential equations,paper,Neural Ordinary Differential Equations,exclude,lineage,https://proceedings.neurips.cc/paper\_files/paper/2018/file/69386f6bb1dfed68692a24c8686939b9-Paper.pdf
author:chen_ricky_t_q,author,"Chen, Ricky T. Q.",,,
author:rubanova_yulia,author,"Rubanova, Yulia",,,
author:bettencourt_jesse,author,"Bettencourt, Jesse",,,
author:duvenaud_david_k,author,"Duvenaud, David K",,,
paper:doi:10.1214/aoms/1177729694,paper,On Information and Sufficiency,exclude,lineage,
author:kullback_solomon,author,"Kullback, Solomon",,,
author:leibler_richard_a,author,"Leibler, Richard A.",,,
paper:doi:10.1080/01621459.2020.1847120,paper,Stochastic Gradient Markov Chain Monte Carlo,exclude,lineage,https://doi.org/10.1080/01621459.2020.1847120
author:christopher_nemeth,author,Christopher Nemeth,,,
author:paul_fearnhead,author,Paul Fearnhead,,,
paper:doi:10.3390/e22040452,paper,The Role of Entropy in the Development of Economics,exclude,lineage,
author:jakimowicz_aleksander,author,"Jakimowicz, Aleksander",,,
paper:title:trajectory balance improved credit assignment in gflownets,paper,Trajectory balance: Improved credit assignment in GFlowNets,exclude,lineage,https://proceedings.neurips.cc/paper\_files/paper/2022/file/27b51baca8377a0cf109f6ecc15a0f70-Paper-Conference.pdf
author:malkin_nikolay,author,"Malkin, Nikolay",,,
author:sun_chen,author,"Sun, Chen",,,
paper:doi:10.1109/tpami.2023.3261988,paper,Diffusion Models in Vision: A Survey,exclude,adjacent_method,https://doi.org/10.1109/tpami.2023.3261988
author:florinel_alin_croitoru,author,Florinel-Alin Croitoru,,,
author:vlad_hondru,author,Vlad Hondru,,,
author:radu_tudor_ionescu,author,Radu Tudor Ionescu,,,
author:mubarak_shah,author,Mubarak Shah,,,
paper:doi:10.1016/j.physrep.2017.07.007,paper,Random walks and diffusion on networks,exclude,identity;lineage,https://doi.org/10.1016/j.physrep.2017.07.007
author:naoki_masuda,author,Naoki Masuda,,,
author:mason_a_porter,author,Mason A. Porter,,,
author:renaud_lambiotte,author,Renaud Lambiotte,,,
paper:arxiv:2002.02001,paper,A guide to state-space modeling of ecological time series,exclude,lineage,http://arxiv.org/abs/2002.02001
author:auger_m_eth_e_marie,author,"Auger-M\'eth\'e, Marie",,,
author:ken_b_newman,author,Ken B. Newman,,,
author:diana_j_cole,author,Diana J. Cole,,,
author:fanny_empacher,author,Fanny Empacher,,,
author:rowenna_gryba,author,Rowenna Gryba,,,
author:aaron_a_king,author,Aaron A. King,,,
author:vianey_leos_barajas,author,Vianey Leos‐Barajas,,,
author:joanna_mills_flemming,author,Joanna Mills Flemming,,,
author:anders_nielsen,author,Anders Nielsen,,,
author:giovanni_de_petris,author,Giovanni De Petris,,,
author:len_thomas,author,Len Thomas,,,
paper:doi:10.1007/s10955-016-1446-7,paper,Adaptive Importance Sampling for Control and Inference,exclude,lineage,https://doi.org/10.1007/s10955-016-1446-7
author:hilbert_j_kappen,author,Hilbert J. Kappen,,,
author:h_c_ruiz,author,H. C. Ruiz,,,
paper:arxiv:2308.05384,paper,Enhancing Deep Reinforcement Learning: A Tutorial on Generative Diffusion Models in Network Optimization,exclude,failure,http://arxiv.org/abs/2308.05384
author:hongyang_du,author,Hongyang Du,,,
author:ruichen_zhang,author,Ruichen Zhang,,,
author:yinqiu_liu,author,Yinqiu Liu,,,
author:jiacheng_wang,author,Jiacheng Wang,,,
author:yijing_lin,author,Yijing Lin,,,
author:zonghang_li,author,Zonghang Li,,,
author:dusit_niyato,author,Dusit Niyato,,,
author:jiawen_kang,author,Jiawen Kang,,,
author:zehui_xiong,author,Zehui Xiong,,,
author:shuguang_cui,author,Shuguang Cui,,,
author:bo_ai,author,Bo Ai,,,
author:haibo_zhou,author,Haibo Zhou,,,
author:dong_in_kim,author,Dong In Kim,,,
paper:arxiv:2201.08770,paper,Generalization Metrics for Practical Quantum Advantage in Generative Models,exclude,failure,http://arxiv.org/abs/2201.08770
author:kaitlin_gili,author,Kaitlin Gili,,,
author:marta_mauri,author,Marta Mauri,,,
author:alejandro_perdomo_ortiz,author,Alejandro Perdomo‐Ortiz,,,
paper:arxiv:2112.01586,paper,HMC with Normalizing Flows,exclude,adjacent_method,http://arxiv.org/abs/2112.01586v1
author:taku_izubuchi,author,Taku Izubuchi,,,
author:luchang_jin,author,Luchang Jin,,,
author:akio_tomiya,author,Akio Tomiya,,,
paper:arxiv:2304.12891,paper,Latent diffusion models for generative precipitation nowcasting with accurate uncertainty quantification,exclude,failure,http://arxiv.org/abs/2304.12891
